trajectory,num_curves,position_rmse,position_mae,max_position_error,velocity_rmse,run,checkpoint,checkpoint_name,summary_path,logs_path
helix,1,0.0239308944171817,0.0224656151452412,0.0447123497724533,0.0151681900653143,2026-06-19_21-25-13,399,model_399.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_helix_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_helix_trajectory_eval/logs.csv
lissajous,1,0.0226121043373485,0.0212206324851043,0.0483887940645217,0.0282351409968978,2026-06-19_21-25-13,399,model_399.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_trajectory_eval/logs.csv
spiral,1,0.0159855353857986,0.0143351822332382,0.0298408679664134,0.0096837912621044,2026-06-19_21-25-13,399,model_399.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_21-25-13/model_399_spiral_trajectory_eval/logs.csv
