u,v,w,p,q,r
nan,-6.312186251395343617e-02,7.316881748288290854e-01,nan,8.710023737526020188e-03,-1.867193003973465935e-03
nan,-1.545746900264342472e+00,7.039266459499051720e-01,nan,1.011911944106742844e-02,2.696859234259405991e+00
nan,-5.847830565094585403e-02,-7.906742997222893976e+00,nan,3.187183910829385347e-01,4.021288405740928995e-02
nan,-2.987837180955330019e-01,2.233927300585117681e+00,nan,-3.562190669389032061e-01,3.982288548510916626e-01
nan,8.187102805602527317e-03,-4.718500534899168208e-01,nan,1.024435335186977686e-01,2.141822943686262984e-02
nan,3.510934180252243686e-01,-2.926654290436433992e-02,nan,-6.607226565548117783e-03,6.809690851212844842e-02
