u,v,w,p,q,r
nan,8.013940830553600847e-01,-3.143674739140515761e+00,nan,1.638244707797903987e-01,6.051762761584363048e-02
nan,-7.836292422785690270e+00,-4.087578005863364616e+00,nan,2.365182974752942386e-03,3.007203632651925251e-01
nan,-1.840383138094150661e+00,2.278097484624601066e+01,nan,2.976993424006386113e-01,8.302452360341851245e-02
nan,-3.382895288250920007e-01,-6.987070005178690479e+00,nan,-9.974458833329416518e-02,6.304780903828358096e-02
nan,-2.223764409786711527e-01,3.933707581814240295e-01,nan,-3.276782206278810450e-01,-2.543878184751123886e-02
nan,-3.784378238372090864e-01,-8.629887190637883232e-03,nan,5.350609632217798173e-02,-2.935112221998072979e-01
