0.116913,-1.388309,-0.133579,5.363358,2.132993,4.165452
0.085307,-1.313403,-0.147458,4.824192,2.495194,2.555746
0.073112,-1.230594,-0.073773,4.360035,-0.831538,1.332649
0.045934,-1.142877,-0.109221,3.666505,0.222453,-0.088872
0.001122,-1.068701,-0.116888,3.147174,0.104463,-2.445370
-0.030770,-0.981270,-0.090855,3.470763,-1.441773,-3.811854
-0.050435,-0.880151,-0.091423,2.054109,-1.337680,-4.190235
-0.057676,-0.792936,-0.086716,1.923028,-1.455520,-4.903537
-0.067603,-0.718560,-0.050734,1.919890,-2.699383,-5.554889
-0.085512,-0.647390,-0.067757,1.070251,-3.172895,-6.306095
-0.088788,-0.590827,-0.063824,1.162622,-0.966243,-8.015223
-0.074890,-0.514415,-0.030206,1.451312,-1.656576,-8.618907
-0.065229,-0.442641,-0.046424,1.077478,-0.449108,-8.703138
-0.080128,-0.408228,-0.031289,1.528341,0.085959,-9.551114
-0.092096,-0.372328,-0.018153,2.484154,0.313961,-10.016200
-0.098812,-0.348596,-0.017562,2.042085,0.448202,-10.040934
-0.097932,-0.333024,-0.005266,3.155613,0.975969,-10.807026
-0.091098,-0.320249,0.030483,3.642635,-1.539041,-10.815337
-0.072507,-0.312899,-0.009556,3.632180,0.544345,-10.455998
-0.085600,-0.341621,0.010592,4.411943,0.383506,-10.538913
-0.081986,-0.350066,0.030874,4.644215,-1.341265,-9.323668
-0.051903,-0.375561,0.005461,4.132217,-0.389417,-8.077653
-0.027104,-0.403511,0.022605,4.500539,-1.302079,-7.095074
0.009528,-0.428074,0.027526,4.424390,-0.660861,-5.105561
0.039031,-0.460022,0.021942,3.046807,-0.931981,-4.196524
0.045284,-0.500159,0.034606,3.270633,-0.737893,-3.257336
0.088766,-0.526104,0.046633,1.951030,-1.237224,-1.532630
0.134084,-0.549202,0.016684,1.295075,1.015543,-0.781085
0.134454,-0.598570,0.044588,1.050254,-1.897083,-0.413221
0.147358,-0.629592,0.040951,-0.342924,-0.981004,1.829785
0.154139,-0.665831,0.036228,0.102050,0.970554,3.171486
0.158656,-0.692563,0.050122,-0.352643,-0.047580,5.223858
0.150401,-0.718517,0.024480,-0.741931,0.450665,5.798918
0.132505,-0.752169,0.037396,0.139765,0.530018,6.561524
0.100826,-0.770944,0.007083,0.084929,-0.717640,7.695583
0.058860,-0.798628,0.012013,0.393366,0.145221,7.610357
0.048747,-0.804871,0.034517,1.603929,-0.732943,8.482101
0.036782,-0.810412,0.016897,1.247887,-0.173409,9.024724
0.015568,-0.810310,0.038506,2.722604,-0.730593,9.511237
-0.010724,-0.800503,0.027014,3.014852,-0.179419,9.858814
-0.038106,-0.787629,0.013969,2.879219,-0.232014,9.674566
-0.055996,-0.742699,0.031832,3.871680,-0.074187,10.189114
-0.059222,-0.699338,0.042080,2.762075,0.374505,10.113719
-0.079016,-0.654651,0.026400,2.990388,0.640429,9.017278
-0.100545,-0.590479,0.050513,2.849204,-0.562788,8.400238
-0.114233,-0.508480,0.006170,1.500568,1.475583,8.268036
-0.129844,-0.429675,0.026512,0.641239,0.009915,6.826322
-0.119052,-0.321289,0.022517,0.228387,-0.097910,6.347325
-0.122705,-0.230303,0.002848,-1.305043,0.145339,5.704346
-0.113859,-0.130776,0.018489,-1.152764,-0.159945,4.197151
-0.096189,-0.023191,-0.017650,-2.375525,0.289434,4.299615
-0.092641,0.077035,-0.005853,-2.954787,-0.689832,2.790141
-0.064534,0.187371,-0.004924,-2.713170,-0.217909,2.325564
-0.040421,0.287406,-0.031085,-3.250679,0.318096,1.551193
-0.039715,0.378701,-0.016859,-2.674900,-0.187908,-0.976119
-0.006339,0.478185,-0.037053,-2.689205,-0.020727,-1.842775
0.012741,0.577984,-0.053235,-2.542204,0.301389,-3.282713
0.026780,0.651800,-0.030583,-1.070842,-0.017661,-4.078183
0.037573,0.750857,-0.068594,-1.047435,0.443587,-3.941805
0.027611,0.787148,-0.068988,0.164927,0.308803,-5.518854
0.013802,0.842408,-0.039981,0.822219,-0.450628,-5.638985
0.018423,0.890827,-0.066834,0.874262,-0.525336,-6.313264
0.010693,0.920146,-0.071656,1.635020,-0.087817,-6.089688
-0.003024,0.953620,-0.069769,1.908194,-0.314440,-5.418440
-0.017388,0.974083,-0.092066,1.062205,0.015104,-5.795980
-0.030675,0.985933,-0.057893,1.420919,0.330704,-6.423011
-0.025880,0.993512,-0.059577,0.387572,0.559132,-6.106194
-0.023887,0.987751,-0.071105,-1.066453,1.142484,-6.233523
-0.034834,0.982168,-0.054299,-0.964721,0.996215,-5.417098
-0.050045,0.954543,-0.076068,-2.481594,0.525290,-4.512812
-0.036774,0.923139,-0.102816,-3.181502,2.238375,-4.276680
-0.050347,0.892140,-0.057345,-3.557082,-0.236446,-3.673577
-0.036594,0.868424,-0.094942,-4.618511,1.736493,-2.976515
-0.045624,0.808691,-0.087399,-4.482585,0.530739,-3.282828
-0.050429,0.758620,-0.076147,-4.270667,0.175317,-2.849743
-0.061839,0.683708,-0.111223,-4.652704,0.198198,-2.492721
-0.059702,0.610792,-0.087041,-3.727036,-0.855605,-2.415914
-0.047944,0.548472,-0.080778,-2.637375,-0.793308,-0.957897
-0.073961,0.470560,-0.079767,-2.468835,-0.987329,-0.595860
-0.081254,0.380060,-0.075487,-0.789589,-0.634067,-1.286090
-0.094187,0.298892,-0.072526,0.004879,-0.504791,-1.262390
-0.111919,0.210617,-0.080204,0.559214,-0.364145,-2.028957
-0.093357,0.137990,-0.042620,1.701644,-1.710214,-1.313010
-0.094341,0.051287,-0.067156,1.778348,-1.569732,-0.807736
-0.105797,-0.030967,-0.051778,2.417632,0.746658,-0.038385
-0.094499,-0.126657,-0.049483,3.121324,0.209001,0.984845
-0.074699,-0.195877,-0.052851,2.430132,0.378342,0.999059
-0.056357,-0.260045,-0.043628,2.775822,0.545346,1.304668
-0.044727,-0.320488,-0.045160,2.518324,1.184128,2.172467
