wrench\velocity,u,v,w,p,q,r
X,nan,0.40739810170607466,0.2287414690970029,nan,-0.037985994194958635,-0.0018896221742780914
Y,0.40739810170607466,6.41312611066381,0.1437809147079268,2.696032338309041,0.03418820110597178,0.035245585762111065
Z,0.2287414690970029,0.1437809147079268,11.569459227419353,4.637016217852943,-0.0051418639974601665,-0.03655329982419357
K,nan,2.696032338309041,4.637016217852943,nan,-0.029758287738967965,0.03561409980385087
M,-0.037985994194958635,0.03418820110597178,-0.0051418639974601665,-0.029758287738967965,0.057726146122463316,0.001271882021224799
N,-0.0018896221742780914,0.035245585762111065,-0.03655329982419357,0.03561409980385087,0.001271882021224799,0.03736190377829378
