term,source_campaign,units,campaign_intercept_force_N,force_derivative,resistance_magnitude,r2,rmse_N,second_harmonic_force_derivative_audit,second_harmonic_r2_audit,leave_one_repeat_resistance_min,leave_one_repeat_resistance_max
X_vv,sway,N*s^2/m^2,-0.3834792653577982,-9.9832940349197,9.9832940349197,0.9222722649977688,0.10180242423929008,-4.297683613967691,0.39810552172013614,9.872290629423716,10.072818213792686
X_ww,heave,N*s^2/m^2,-0.6052475540064046,-5.918122102074282,5.918122102074282,0.13735999039874702,0.31219805359026864,2.0428280634681806,-0.009772964371002058,5.674645598974789,6.193653633008892
X_qq,pitch,N*s^2,-0.2877904599793118,-0.4187482065221846,0.4187482065221846,0.3683497587511759,0.07140544698959185,-0.24695775128113462,0.0767040205904913,0.3850108016663626,0.4527583949691179
X_rr,yaw,N*s^2,-0.3388335214670009,-0.22069022477599443,0.22069022477599443,0.21741897491619566,0.06162498811067774,-0.2070446308066326,-0.01252893024589441,0.18175757772247558,0.23808892796501585
