wrench\velocity,u,v,w,p,q,r
X,nan,0.7968432965380867,2.952664191660393,nan,-0.17249987012875487,0.06060966635396099
Y,nan,-8.635177729473837,4.1873400568969625,nan,-0.0024506767101361315,0.28757245649289614
Z,nan,-1.9588741077122078,-23.417546728148466,nan,-0.15449550544359725,0.08246428076002045
K,nan,-0.42379926757849745,-6.742027092009788,nan,-0.03099491070153063,0.049727024818604346
M,nan,-0.23214541274533532,0.6430051600734141,nan,-0.33807681704111636,-0.024603469942612595
N,nan,-0.30007990725157385,0.006590633008320625,nan,0.05533922899597876,-0.2974208829175569
