wrench\velocity,u,v,w,p,q,r
X,nan,-0.062292709342015085,-0.6861438868439226,nan,-0.002547930753681242,-0.001730717105083859
Y,nan,-1.2962682750143437,-0.7374347591867944,nan,-0.010030490403347395,0.658973854040218
Z,nan,-0.02684155616901076,8.502780517591093,nan,-0.38746770592310714,0.0403714255631169
K,nan,-0.2729988450444271,2.31473822999575,nan,-0.3827894321120609,0.4067393188954801
M,nan,0.011318299349185365,-0.5516420744086648,nan,0.1068125928965157,0.021135993045002858
N,nan,0.3271275648493357,-0.03333091571135777,nan,-0.008472069480219896,0.07006274879662897
