trajectory,num_curves,position_rmse,position_mae,max_position_error,velocity_rmse,run,checkpoint,checkpoint_name,summary_path,logs_path
helix,1,0.090442305174912,0.0880196541183977,0.1230437606573104,0.024170534992182,2026-06-19_18-00-41,999,model_999.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_helix_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_helix_trajectory_eval/logs.csv
lissajous,1,0.088160075821612,0.0844761702295121,0.1195515617728233,0.0408560933979662,2026-06-19_18-00-41,999,model_999.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_trajectory_eval/logs.csv
spiral,1,0.0866189788446325,0.0839433233451927,0.1227022409439086,0.01750590954841,2026-06-19_18-00-41,999,model_999.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_heavy2_direct/2026-06-19_18-00-41/model_999_spiral_trajectory_eval/logs.csv
