52815197 504000 0 0 1393097 0 -0.209999999962747097 0 0 0 -1086805 0 -0.306800000136718154 32 0 -2 
52815237 503993 -2 0.530239776300732046 1393097 0 -0.209999999962747097 0 0 0 -1086805 0 18.0469558290205896 32 0 -2 
52815277 503955 -3 0.107622672338038683 1393096 -1 0.790000000037252903 0 0 0 -1086762 9 84.0462553761899471 32 -1 -2 
52815317 503881 -2 -1.65009866398759186 1393097 1 -0.209999999962747097 0 0 0 -1086611 22 147.959740801248699 29 -1 1 
52815357 503770 -2 -2.55737770110135898 1393097 0 -0.209999999962747097 0 0 0 -1086359 33 213.424191395984963 33 1 -3 
52815397 503622 -6 -1.4286679076612927 1393097 0 -0.209999999962747097 0 0 0 -1086006 38 277.076386451022699 31 0 -1 
52815437 503443 -4 -3.07842275185976177 1393097 0 -0.209999999962747097 0 0 0 -1085551 52 334.553105258848518 32 3 -2 
52815477 503230 -6 -3.32109570235479623 1393096 -1 0.790000000037252903 0 0 0 -1085004 60 392.491127110319212 33 2 -3 
52815517 502987 -5 -4.97114022757159546 1393097 1 -0.209999999962747097 0 0 0 -1084365 71 447.527231297222897 32 -1 -2 
52815557 502712 -7 -4.84300979593535885 1393097 0 -0.209999999962747097 0 0 0 -1083639 78 501.29819711111486 27 -1 3 
52815597 502408 -8 -4.75115787598770112 1393097 0 -0.209999999962747097 0 0 0 -1082829 88 553.440803843317553 29 0 1 
52815637 502076 -9 -4.51003793615382165 1393097 0 -0.209999999962747097 0 0 0 -1081937 95 602.591830785619095 32 1 -2 
52815677 501719 -8 -5.93410344491712749 1393096 -1 0.790000000037252903 0 0 0 -1080969 101 651.388057229109108 32 0 -2 
52815717 501335 -10 -5.83780787064461038 1393097 1 -0.209999999962747097 0 0 0 -1079923 110 694.466262466041371 26 -1 4 
52815757 500927 -11 -6.03560468199430034 1393097 0 -0.209999999962747097 0 0 0 -1078811 114 740.463225787738338 31 -1 -1 
52815797 500496 -11 -6.34194734739139676 1393097 0 -0.209999999962747097 0 0 0 -1077627 122 780.015726484823972 32 0 -2 
52815837 500043 -12 -6.57128933508647606 1393097 0 -0.209999999962747097 0 0 0 -1076380 129 818.760543850017712 33 1 -3 
52815877 499569 -13 -6.53808411379577592 1393096 -1 0.790000000037252903 0 0 0 -1075072 135 855.33445717394352 25 -2 5 
52815917 499076 -14 -7.05678515182808042 1393097 1 -0.209999999962747097 0 0 0 -1073709 140 892.374245748622343 31 1 -1 
52815957 498565 -12 -7.94184591784141958 1393097 0 -0.209999999962747097 0 0 0 -1072288 142 923.516688865609467 30 0 0 
52815997 498036 -13 -8.00771988008636981 1393097 0 -0.209999999962747097 0 0 0 -1070817 145 953.398565816227347 30 1 0 
52816037 497491 -14 -8.06886050716275349 1393097 0 -0.209999999962747097 0 0 0 -1069299 152 981.656655892031267 31 1 -1 
52816077 496931 -15 -7.93972126749577001 1393096 -1 0.790000000037252903 0 0 0 -1067736 159 1006.92773838434368 26 -1 4 
52816117 496358 -15 -8.43475562962703407 1393097 1 -0.209999999962747097 0 0 0 -1066136 157 1033.84859258471988 30 0 0 
52816157 495773 -14 -9.36841706180712208 1393097 0 -0.209999999962747097 0 0 0 -1064492 170 1052.05599778541364 31 0 -1 
52816197 495176 -14 -9.5551590328104794 1393097 0 -0.209999999962747097 0 0 0 -1062823 161 1077.18673327751458 31 -1 -1 
52816237 494567 -18 -7.80943501077126712 1393097 0 -0.209999999962747097 0 0 0 -1061113 171 1089.87757835187949 26 2 4 
52816277 493952 -16 -8.94569846446393058 1393096 -1 0.790000000037252903 0 0 0 -1059380 175 1104.76531230076216 28 2 2 
52816317 493329 -15 -9.77840286219725385 1393097 1 -0.209999999962747097 0 0 0 -1057624 176 1118.48671441571787 30 -2 0 
52816357 492698 -16 -9.12200167245464399 1393097 0 -0.209999999962747097 0 0 0 -1055844 186 1126.67856398760341 29 -3 1 
52816397 492063 -16 -9.79094836371950805 1393097 0 -0.209999999962747097 0 0 0 -1054051 187 1136.97764030867256 30 0 0 
52816437 491423 -16 -9.59969640447525308 1393097 0 -0.209999999962747097 0 0 0 -1052250 174 1151.02072267048061 32 1 -2 
52816477 490780 -16 -9.36269926308887079 1393096 0 0.790000000037252903 0 0 0 -1050428 181 1152.44459036365151 32 1 -2 
52816517 490136 -16 -9.89441040821839124 1393097 1 -0.209999999962747097 0 0 0 -1048602 183 1154.88602268055547 30 2 0 
52816557 489491 -16 -10.0092833081143908 1393097 0 -0.209999999962747097 0 0 0 -1046773 182 1155.98179891239852 30 0 0 
52816597 488846 -16 -9.52177143143489957 1393097 0 -0.209999999962747097 0 0 0 -1044942 180 1153.36869835085236 32 1 -2 
52816637 488203 -16 -9.24632824648870155 1393097 0 -0.209999999962747097 0 0 0 -1043116 183 1150.68350028735586 31 -1 -1 
52816677 487563 -17 -8.99740722187561914 1393096 0 0.790000000037252903 0 0 0 -1041298 174 1147.56298401323147 30 -2 0 
52816717 486927 -17 -8.58946182602085173 1393097 0 -0.209999999962747097 0 0 0 -1039483 185 1135.64392882038374 31 -1 -1 
52816757 486298 -15 -9.83694552729139104 1393097 0 -0.209999999962747097 0 0 0 -1037687 177 1127.56311399990227 32 0 -2 
52816797 485673 -17 -8.55431179428705946 1393097 0 -0.209999999962747097 0 0 0 -1035903 180 1112.95731884369161 30 -2 0 
52816837 485057 -16 -8.55601409549126402 1393097 0 -0.209999999962747097 0 0 0 -1034145 172 1102.46332264330704 32 1 -2 
52816877 484451 -14 -9.65650589921278879 1393096 0 0.790000000037252903 0 0 0 -1032404 171 1083.71790468983818 32 0 -2 
52816917 483852 -16 -7.67024067405145615 1393097 0 -0.209999999962747097 0 0 0 -1030694 169 1067.35784427518956 32 0 -2 
52816957 483267 -14 -8.41167188849067315 1393097 0 -0.209999999962747097 0 0 0 -1029009 169 1044.01992069080006 33 1 -3 
52816997 482694 -14 -8.69525301083922386 1393097 0 -0.209999999962747097 0 0 0 -1027364 159 1025.34091322810855 33 1 -3 
52817037 482135 -13 -9.33543750969693065 1393097 0 -0.209999999962747097 0 0 0 -1025749 160 997.957601178670302 31 -1 -1 
52817077 481589 -13 -8.14667885360540822 1393096 0 0.790000000037252903 0 0 0 -1024179 148 973.506763833924197 28 1 2 
52817117 481061 -12 -8.94343051081523299 1393097 0 -0.209999999962747097 0 0 0 -1022647 152 941.625180485774763 32 0 -2 
52817157 480548 -13 -7.54014594998443499 1393097 0 -0.209999999962747097 0 0 0 -1021165 148 910.949630425078794 30 1 0 
52817197 480055 -11 -7.75127863942179829 1393097 0 -0.209999999962747097 0 0 0 -1019729 144 874.116892943857238 33 4 -3 
52817237 479580 -12 -6.39128204784356058 1393097 0 -0.209999999962747097 0 0 0 -1018353 135 841.763747333548963 30 -1 0 
52817277 479128 -10 -7.2746096434420906 1393096 0 0.790000000037252903 0 0 0 -1017030 130 803.526972885709256 30 1 0 
52817317 478696 -10 -6.21571489481721073 1393097 0 -0.209999999962747097 0 0 0 -1015768 124 764.043348891776986 30 0 0 
52817357 478288 -9 -6.02905127045232803 1393097 0 -0.209999999962747097 0 0 0 -1014571 117 723.949654643191025 31 0 -1 
52817397 477904 -9 -5.52907223871443421 1393097 0 -0.209999999962747097 0 0 0 -1013439 111 679.882669431739487 30 0 0 
52817437 477546 -8 -5.53023126820335165 1393097 0 -0.209999999962747097 0 0 0 -1012379 102 635.479172548628412 32 0 -2 
52817477 477213 -10 -3.84698182722786441 1393096 0 0.790000000037252903 0 0 0 -1011390 96 586.375943285645917 31 1 -1 
52817517 476909 -9 -3.29377738444600254 1393097 0 -0.209999999962747097 0 0 0 -1010479 88 536.209760933998041 30 0 0 
52817557 476635 -7 -3.68507140805013478 1393097 0 -0.209999999962747097 0 0 0 -1009648 80 483.617404785589315 31 0 -1 
52817597 476391 -5 -3.83531736681470647 1393097 0 -0.209999999962747097 0 0 0 -1008901 70 429.235654131625779 32 0 -2 
52817637 476177 -6 -2.55896872916491702 1393096 -1 0.790000000037252903 0 0 0 -1008240 63 371.701288263895549 32 2 -2 
52817677 475996 -5 -1.67047896335134283 1393097 1 -0.209999999962747097 0 0 0 -1007672 51 314.65108647372108 33 1 -3 
52817717 475850 -3 -1.98430153803201392 1393097 0 -0.209999999962747097 0 0 0 -1007195 45 252.721828052774072 32 0 -2 
52817757 475738 -3 -1.31488992157392204 1393097 0 -0.209999999962747097 0 0 0 -1006814 34 187.55029229237698 32 1 -2 
52817797 475662 -2 -0.476697582518681884 1393097 0 -0.209999999962747097 0 0 0 -1006539 21 125.773258484317921 31 0 -1 
52817837 475623 -1 0.715822010766714811 1393096 -1 0.790000000037252903 0 0 0 -1006363 12 57.0275059198029339 31 0 -1 
52817877 475625 2 -0.551784610375761986 1393097 1 -0.209999999962747097 0 0 0 -1006295 1 -13.0501861094962806 32 2 -2 
52817917 475664 1 0.906029085861518979 1393097 0 -0.209999999962747097 0 0 0 -1006332 -11 -90.8230383119080216 29 0 1 
52817957 475745 3 1.27480963082052767 1393097 0 -0.209999999962747097 0 0 0 -1006492 -20 -161.654271395993419 33 2 -3 
