trajectory,num_curves,position_rmse,position_mae,max_position_error,velocity_rmse,run,checkpoint,checkpoint_name,summary_path,logs_path
random_smooth,8,0.1779497376557398,0.1407136273362993,1.3674335479736328,0.1227153769244735,2026-06-19_15-24-17,300,model_300.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_300_random_smooth_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_300_random_smooth_trajectory_eval/logs.csv
random_smooth,8,0.2021830513057025,0.1749242265115147,1.3673897981643677,0.1347760215309223,2026-06-19_15-24-17,350,model_350.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_350_random_smooth_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_350_random_smooth_trajectory_eval/logs.csv
spiral,1,2.428875289630162,2.127686581946909,3.66286563873291,0.410924393749194,2026-06-19_15-24-17,0,model_0.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_0_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_0_spiral_trajectory_eval/logs.csv
spiral,1,0.6005839885607015,0.5423785786532487,1.0842492580413818,0.1701794646647002,2026-06-19_15-24-17,50,model_50.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_50_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_50_spiral_trajectory_eval/logs.csv
spiral,1,0.5069616158919262,0.4481711584803027,0.9273824095726012,0.1556422836540289,2026-06-19_15-24-17,100,model_100.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_100_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_100_spiral_trajectory_eval/logs.csv
spiral,1,0.2847601240664973,0.2607336228480562,0.5405475497245789,0.1226951095299021,2026-06-19_15-24-17,150,model_150.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_150_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_150_spiral_trajectory_eval/logs.csv
spiral,1,0.2094333350540303,0.1924474927713163,0.4100848138332367,0.094408254328395,2026-06-19_15-24-17,200,model_200.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_200_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_200_spiral_trajectory_eval/logs.csv
spiral,1,0.1017617047764364,0.0895147753830921,0.3000023663043976,0.0810502202161357,2026-06-19_15-24-17,250,model_250.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_250_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_250_spiral_trajectory_eval/logs.csv
spiral,1,0.1481612107383099,0.1358089201540376,0.300001859664917,0.0841217813024523,2026-06-19_15-24-17,300,model_300.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_300_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_300_spiral_trajectory_eval/logs.csv
spiral,1,0.1918577682201176,0.1830965891034187,0.3000020086765289,0.1018911506904264,2026-06-19_15-24-17,350,model_350.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_350_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_350_spiral_trajectory_eval/logs.csv
spiral,1,0.2000312070273746,0.1794668787159025,0.3475070893764496,0.0933156150800876,2026-06-19_15-24-17,400,model_400.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_400_spiral_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/warpauv_traj_direct/2026-06-19_15-24-17/model_400_spiral_trajectory_eval/logs.csv
