trajectory,reward_profile,seed,pool_dynamics_profile_name,pool_dynamics_profile_fingerprint,domain_randomization_spec_name,domain_randomization_spec_fingerprint,disturbance,num_curves,position_rmse,position_mae,max_position_error,velocity_rmse,mean_command_heading_error_deg,mean_motion_sideslip_error_deg,mean_action_rms,mean_action_rate_rms,mean_reward_per_step,mean_water_current_norm,max_water_current_norm,eval_damping_scale,eval_thruster_scale,eval_thruster_tau_scale,eval_deadband_scale,run,checkpoint,checkpoint_name,summary_path,logs_path
helix,policy_1,42,eupa-modeled-pool-hydrodynamics-v1,269a6c84d9a7e06b32610a14c2ab2b2d227ca8e28f13fffb935b36514572038d,,,nominal,1,0.3879125788695698,0.3731521126566804,0.4761437177658081,0.0939312389586245,6.09162541833337,8.788020287376144,0.3809029106423259,0.0493078040028194,4.09964094594121,0.0,0.0,1.0,1.0,1.0,1.0,2026-07-16_20-03-33_trajectory_policy_1,499,model_499.pt,/home/jining_yang/IsaacLab/source/results/rsl_rl/eupauv_traj_gru/2026-07-16_20-03-33_trajectory_policy_1/model_499_helix_trajectory_eval/summary_metrics.csv,/home/jining_yang/IsaacLab/source/results/rsl_rl/eupauv_traj_gru/2026-07-16_20-03-33_trajectory_policy_1/model_499_helix_trajectory_eval/logs.csv
